Movie_number,Description
1638355,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
2140423,A couple of depraved killers find themselves in a different situation when the survivor takes matters into her own hands.
3895884,A fictional documentary-style expose on the rivalry between two of the greatest tennis players of all-time who battled it out in a 2001 match that lasted seven days.
3488710,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers."
4172430,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos."
1951299,"Painful family events lead Augusta to leave Italy. On a small boat, immersed in the Amazon Forest grandness, she begins a travel between Indios villages. From the favela to the isolation in the Forest, Augusta will go in search of herself."
2796678,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, succe... Read all"
2309260,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone."
2808986,"In an alternate Japan, territorial street gangs form opposing factions collectively known as the Tokyo Tribes. Merra, leader of the Wu-Ronz tribe of Bukuro crosses the line to conquer all of Tokyo. The war begins."
3689498,"The love life of a man as told through the meals he gives his adopted dog, Winston."
4126340,"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present."
122227,Cartoon adaptation of Robert Louis Stevenson's most famous adventure novel.
382868,Follows the struggle of a Spanish professional cyclist to win a bike race the same day of his brother's wedding.
2402101,"Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night."
465316,A Black samurai goes on a mission to avenge the wrongful death of his father in a futuristic feudal Japan.
4328798,"After a life-threatening accident, a man finds that he can communicate with the dead, and must decide whether to act on their advice."
1663202,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
3715320,A tormented philosophy professor finds a will to live when he commits an existential act.
904049,About hair extensions that attack the women that wear them.
3411432,"It's the end of the world. A flood is coming. Luckily for Dave and his son Finny, a couple of clumsy Nestrians, an Ark has been built to save all animals. But as it turns out, Nestrians aren't allowed. Sneaking on board with the involuntary help of Hazel and her daughter Leah, tw... Read all"
1798684,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."
3397884,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
3086442,"Twin boys move to a new house with their mother after she has face-changing cosmetic surgery, but under the bandages is someone the boys don't recognize."
2134170,"A story about two lifelong criminals who maneuver through the shady underbelly of Los Angeles in search of wealth, love and redemption."
443465,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.
2401878,A man crippled by the mundanity of his life experiences something out of the ordinary.
4005402,"A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from."
3017864,"Witness the formation of the legendary Public Security Section 9. When a clandestine organization hacks every car in the city, Kusanagi recruits a lethal team of cyber operatives to clamp down on the chaos and make the city safe again."
1725986,A drama about a Cambridge poetry professor who begins to re-evaluate his life of Byronic excess.
128221,"Fracchia is desperate: he has to sell a house within three days, or otherwise his boss will fire him. Mister Filini comes to him, but he asks the impossible, a house with at least five bathrooms for a few thousand dollars. Incredibly, they find a house, a castle in Transylvania w... Read all"
2737926,"A small town news team discovers a box of video tapes where a faceless figure dressed in a dark suit, haunts and torments a family... slowly driving them insane. Soon after, they realize that the ""Operator"" has begun to stalk them as well."
82562,"Barnaba, a rude bus driver who enjoys the attention of women, one day meets Principessa Cristina, the princess of a local principality."
2361509,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
95312,"A detective embarks on a mission to track down a woman in L.A.'s seedy nightclubs, only to come face-to-face with a blood-thirsty cult of lethally beautiful prostitutes. Is he the next victim of Hollywood's demented Chainsaw Hookers?"
3774694,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed."
3170832,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
3687398,"In the aftermath of the 2010 BP oil spill, an idealistic but flawed politician is forced to confront his dysfunctional life after his career is destroyed in a sex scandal."
4178092,"A married couple, Simon and Robyn, run into Gordo, an old classmate. Things take a turn when Gordo begins to drop in unannounced at their house and inundates them with mysterious gifts."
246643,"When George Carlin is asked which HBO concert is his favorite, his answer is always, ""Jammin' In New York."" The reasons are several: It was his first HBO show done live; it was the first he had done in his hometown, New York City; and it was the largest audience he had ever worke... Read all"
4263482,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession."
3877674,"Two outcast brothers, through getting to know their unknown family, discover a horrible truth about themselves and their relatives."
3793788,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute."
1413314,In a Mars base the inhabitants are being infected by a mysterious water creature which takes over its victims. The Doctor is thrust into the middle of this catastrophe knowing a larger one is waiting around the corner.
1329665,Peter makes good on another power outage at home by retelling Star Wars Episode V: The Empire Strikes Back.
3567288,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.
1741273,"A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered."
516,An enthusiastic young couple is astounded with modern technology's giant leaps in the fascinating field of electricity.
4705522,Jeff Ross performs stand-up and roasts prisoners at Brazos County Jail in Texas.
4084744,"A story of Lyudmila Pavlichenko, the most successful female sniper in history."
3316948,A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.
1398426,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
3813310,A small-town sheriff sets out to find the two kids who have taken his car on a joy ride.
830361,"A detective investigates a mysterious motel room, which acts as a portal to an alternate universe."
3824458,A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.
1706598,"A detective looks to unravel a mystery surrounding missing children and the prime suspects: two young women who, seven years ago, were put away for an infant's death."
225009,"Pinocchio 964, lobotomised cyborg sex slave, is thrown out onto the street by his owners because of his inability to maintain an erection. He is befriended by a criminally insane, memory-wiped, homeless girl. Meanwhile, the corporate entity who manufactured and sold him plots to ... Read all"
2446980,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty."
1677720,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world."
1976009,"Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today."
4600952,"During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple Soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again."
77973,"Critically acclaimed director Chang Cheh has The Five Venoms turn Shaolin fighters as they challenge the authority of the evil Chings in Invincible Shaolin. Per usual, the fights will knock your socks off."
1727776,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak."
3077214,"In 1912 London, a young working mother is galvanized into radical political activism supporting the right for women to vote, and is willing to meet violence with violence to achieve this end."
3457734,A comedy about Allie and Harper and their needlessly difficult journey to the beach.
3672742,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord."
3816372,"After being cast in the hit teen sitcom Saved by the Bell (1989), six unknown young actors must deal with the Hollywood spotlight and the challenges of growing up under public scrutiny."
3832914,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman."
3569230,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.
3705412,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.
810819,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.
2490326,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
79679,School teacher is cheating on his wife and lies about it.
75468,"Two scoundrels try to find the twelve chairs, in one of which their aunts has sewn jewelry into."
186408,"A wizard invents characters who all come to life and start to arrive at his house: a King, his servants, a princes, a bear trapped in a man's body - the usual lot. The Plot mainly rotates around the bear, who the wizard had turned into a man. The Bear, who wishes to be a bear onc... Read all"
67789,"An old detective thinks that he is too young for retiring. With the help of his friends, he plans to commit 'the crime of the century' and then quickly solve it. But being a criminal is much more harder than being a policeman."
70439,"The mad adventures of the mad Italians, searching for the mad treasures in the mad Russia."
73442,"Three stories about a marriage - its betrayal, its boredom, its absurd."
65670,Two gentlemen of fortune from the times of Imperial Russia are looking for an uncountable treasure at the dawn of the Soviet Union age.
4425064,"A look at the personal and private life of the late Apple CEO, Steve Jobs."
4062536,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.
1365050,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
3487994,A down on his luck cubicle worker and his slacker best friend discover their new boss is a vampire who is turning their coworkers into the un-dead.
4009460,"His annual Christmas party faltering thanks to his cynical brother-in-law, former Growing Pains star Kirk Cameron attempts to save the day by showing him that Jesus Christ remains a crucial component of the over-commercialized holiday.."
62083,"Neurotic businessman must find the right man for his pregnant daughter. In fact, it is little bit complicated."
3221698,The Invincible Iron Man and the Incredible Hulk must join forces to save the Earth from its greatest threat yet.
3605418,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse."
296310,"Mammoth series, five years in the making, taking a look at the rich tapestry of life in the world's oceans."
1151911,"During their nightly poker game, a group of lowlifes are terrorized in their own convenience store by a masked killer."
1172049,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew."
643109,"With a torrid past that haunts him, a movie theatre owner is hired to search for the only existing print of a film so notorious that its single screening caused the viewers to become homicidally insane."
1018765,"A battle-hardened American political consultant is sent to help re-elect a controversial president in Bolivia, where she must compete with a long-term rival working for another candidate."
462335,Life for the residents of a tower block begins to run out of control.
3530002,"On Christmas Eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties."
2625810,"After a massive power outage, two sisters learn to survive on their own in their isolated woodland home."
3067274,A film editor gets embroiled in a string of murders.
2719848,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest."
3792960,Did you know that God is alive and lives in Brussels with his daughter?
1895587,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
1596345,"Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire."
3072482,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers."
2503944,"Adam Jones is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
4176776,Ryuzo and the Seven Henchmen (2015) is about the story of Ryuzo and the Seven Henchmen who love derby race want to do the last battle with Yakuza guys.
315152,"On the verge of a divorce, Aldo wins the lottery. About to tell his wife, he discovers she's sleeping with his new boss. Instead of telling her and sharing the money, he keeps the news hidden."
2965466,A rookie cop's 1st shift alone in the last night of a closing police station turns into a living nightmare.
3702996,Mr. Müller and his class are taking a school trip to Thailand to strengthen the reputation of their school.
453671,A rib tickling tale of two flirts who constantly flirt with women despite one of them being engaged. Chaos ensues when the fiancé finds out that her to-be groom is cheating on her.
3642618,Former cop Brenner has to return to his home town where he gets involved in a tragic story between his old friends.
2510894,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
3475596,"Central London, today; Dee is an anarchic street-artist confronting the system, Marcus is an armed robber on a jewellery store crime-wave. For the two brothers, being Anti-Social is a way of life."
805559,A teenager is pressured by his father to become a boxer - but a local girl introduces him to the very different sport of rope-jumping.
1754656,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
1957938,"In the near future, Frank Grieves is a new breed of police officer working in a city where all recreational drugs are legal. When he is taken off a case involving an unidentified corpse, he discovers that legalization has come at a price."
3774466,"High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live."
451279,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny."
4287320,"A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity."
490215,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism."
3682448,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
4034452,"Three different men, three different worlds, three different wars - all stand at the intersection of modern warfare - a murky world of fluid morality where all is not as it seems."
3720058,"The famous psychologist Xu Ruining has a raising career, when he met the troublesome patient Ren Xiaoyan. The meeting is not easy as feeble-looking Ren is point by point against him."
1694021,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.
3327994,"A collection of stories about and images of our world, offering an immersion to the core of what it means to be human."
3560464,A fantasy love story that drifts between this world and heaven. Chasuke (Ken'ichi Matsuyama) is in charge of making tea in heaven. He has feelings for a human woman named Yuri (Ito Ohno) whom he has seen from a writer who is scripting her life from heaven. He knows that Yuri is c... Read all
2735292,"Driven to rage over the tawdry excesses of reality television, a self-appointed cultural crusader kidnaps several very famous nobodies to make his point- but his crimes only generate more tabloid frenzy."
475290,A Hollywood fixer in the 1950s works to keep the studio's stars in line.
4144504,"In 1971, a group of friends sail into a nuclear test zone, and their protest captures the world's imagination. Using never before seen archive that brings their extraordinary world to life, How To Change The World is the story of the pioneers who founded Greenpeace and defined th... Read all"
4176826,"Adolf Hitler wakes up in the 21st century. He quickly gains media attention, but while Germany finds him hilarious and charming, Hitler makes some serious observations about society."
3597400,"We all love food. As a society, we devour countless cooking shows, culinary magazines and foodie blogs. So how could we possibly be throwing nearly 50% of it in the trash? Filmmakers and food lovers Jen and Grant dive into the issue of waste from farm, through retail, all the way... Read all"
2947832,Two brothers have their friendship put to the test when they both fall in love with the same girl.
2537390,"Jeff and Anne, two close friends and co-workers, are embarrassingly unlucky at love. They hatch a plan to transform themselves over the course of a sex-and-alcohol-fueled summer."
2347134,Japanese-Korean filmmaker Sang-il Lee (Villain) has decided to reinterpret Eastwood's Oscar®-winning Unforgiven as a Japanese period film.
2191400,"Based on true events, two notorious and provocative figures of modern Danish history, Spies and Glistrup, provide a radical view on liberty through money, sex and drugs."
398563,"A detective hunts a killer who is removing girls hearts. When his own fiancée falls victim to the killer, the detective discovers the otherworldly intentions of the killer and is helped from beyond the grave by his fiancée."
270288,"An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman."
1051904,"A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware."
3862750,"After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
3164256,"A down-on-his-luck music manager discovers a teenage girl with an extraordinary voice while on a music tour in Afghanistan and takes her to Kabul to compete on the popular television show, Afghan Star."
1817771,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers - one human, one vampire, and one zombie - have to team up to figure out how to get rid of the visitors."
2494362,"In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers."
3454574,An animated anthology of five tales adapted from Edgar Allan Poe's stories.
2910904,"A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong."
3626804,"A documentary that follows the early career of basketball star Dirk Nowitzki, his relationship with coach and mentor Holger Geschwindner, and their path to NBA glory."
3203606,"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs."
270560,"A family is relocated by FBI after the twin sisters stop a diamond thief with ketchup. They are blabbermouths so, as last chance, they end up in in Sydney, Australia. 2 mobsters are sent there for them and the hidden diamond."
71647,"During a time of waning global resources, a crew of young researchers travel into the future to escape an apocalypse before the shutdown of their time transfer project. They find that some type of disaster has de-populated the Idaho region and, by implication, the nation or perha... Read all"
187598,"In the Australian state of Victoria, young Hannah disappears. The police investigates, digging into the family's nasty past. The mother, Linda Thomas, was completely dominated by the maternal grandmother Barbara Thomas, an occult author, who turned her and her brothers Craig and ... Read all"
3322364,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play."
2452042,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life."
172184,A police officer goes undercover to investigate the disappearance of inmates at a prison.
216755,"A young aristocrat, Aleksei Fedyashev, is languishing in his family's country estate, spending his days reading poetry and confessing his love... to a statue. Upon hearing that famous Count Cagliostro is touring Russia and has created quite a buzz in high society with his ""magic""... Read all"
92745,Mr Jonny First arrives to the Wild West to present the art of the Cinematograph.
83100,"When Sir Charles Baskerville is found dead in his country house, Dr James Mortimer asks Sherlock Holmes for help to save Sir Henry Baskerville, the only known heir, from the curse that haunts Baskerville family."
3748440,"When the Dean of Blue Mountain State threatens to sell the Goat House, Alex throws Thad the party of his dreams in an effort to get him to buy it."
118983,"A grand musical about three passionate and dreamy characters: Rahul, Pooja and Nisha. Will their dreams come true? Will they find their true love?"
4272866,"When a young orphaned boy living on the streets of Shibuya stumbles upon a fantastic world of beasts, he's taken in by a gruff warrior beast looking for an apprentice."
3076658,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
2065968,"As the village of Berk prepares for its winter holiday, the resident dragons all inexplicably fly away."
2980626,"Adopted from South Korea, raised on different continents & connected through social media, Samantha & Anaïs believe that they are twin sisters separated at birth."
5184298,"Because of his undying love for acorns, Scrat makes an astounding discovery that sends him deep into the black and endless space; however, his actions have consequences of cosmic proportions. Will he stay forever stranded in the void?"
1291570,Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.
3593046,A small time crook and a newly-orphaned teenage boy team up to perform a string of robberies.
82726,"After having lost his job for having saved a child accused of shop lifting, Frédéric Barbier decides to become a school teacher with some funny results.The great comedy actor Coluche is excellent as a simple school teacher."
343663,"Three short films, one each from Directors Michelangelo Antonioni, Steven Soderbergh, and Wong Kar Wai, address the themes of love and sex."
478566,"A genuine and often funny depiction of the relationships between monitors and children in a summer vacation camp. From romance to friendship, dancing to fighting, this French movie bring back good souvenirs of childhood."
134614,"Several romance stories - part funny, part sadly - set in a remote logging camp."
229922,"After upsetting the criminal underground in 'the Master Blackmailer' case, Sherlock Holmes has to face his archenemy: Prof. Moriarty."
1863347,"Four friends are forced to stay put in a radio station on New Year's Eve after one of them gets into trouble. They use the opportunity to remember the past, talk about women, music, and decisions they had made throughout their lives."
86333,"Holmes and Dr. Watson help a young lady who is receiving anonymous letters 10 years after her father passed away under shady circumstances. They find themselves in an enigma involving a treasure, murder and a love interest for Watson."
91942,Retired Sherlock Holmes and practicing Dr. Watson come back together to solve a puzzle in the beginning of the 20th century.
459944,Mycroft Holmes hands Sherlock Holmes the case of the Master Blackmailer.
80263,"When a murder happens with a bloody inscription and a ring left behind, puzzled Scotland Yard detectives go to Sherlock Holmes for help."
79902,Doctor Watson moves in with the eccentric Sherlock Holmes and they get a case to solve. A young heiress seeks Holmes' help when she feels threatened by her brutish stepfather after her sister dies under mysterious circumstances.
4050552,"The Doctor and Clara face their Last Christmas. Trapped on an Arctic base, under attack from terrifying creatures, who are you going to call? Santa Claus!"
1998643,"It's Christmas Eve, 1938, when Madge Arwell comes to the aid of an injured Spaceman Angel as she cycles home. He promises to repay her kindness - all she has to do is make a wish. Three years later, a devastated Madge escapes war-torn London with her two children for a dilapidate... Read all"
1672218,"on Christmas eve, The doctor travels into the past of a bitter old man who has the power to save Amy and Rory but doesn't want to save them, so that he doesn't grow up to be mean and bitter."
1337072,"A meeting in a London bus with jewel thief Lady Christina takes a turn for the worst for the Doctor when the bus takes a detour to a desert-like planet, where the deadly Swarm awaits."
1321969,The Doctor arrives in London on Christmas Eve in 1851 where he encounters the Cybermen and a man who claims he's a Time Lord called the Doctor.
1061123,"A spacecraft set on an apocalyptic collision course with Earth, a host of killer robot angels and an evil severed headed mastermind - it's just another Christmas for the Doctor... 2007 Christmas special guest starring Kylie Minogue."
827573,"The Doctor is baffled when a young woman is transported to the TARDIS on her wedding day, and attempts to find out how she is connected to an alien plot to destroy Earth."
3577624,A group of aid workers work to resolve a crisis in an armed conflict zone.
82153,"Philip Kwok (Lizard venom) plays a repentant killer who vows to destroy the masked gang of which he was a member. A young fighter and his martial arts brothers (incl Chiang Sheng, venom student) come to the town to catch the killers, but one of them is not to be trusted!"
64265,"After defeating The Long-Armed Devil and his armies, our nubbed hero has been living in retirement as a farmer, but circumstances causes him to come out of retirement and take on The Eight Kings, each warrior with their own unique fighting style. The time has come for the one arm... Read all"
185534,
3748512,"Filmmakers discuss how Francois Truffaut's 1966 book ""Cinema According to Hitchcock"" influenced their work."
2304933,"Four waves of increasingly deadly alien attacks have left most of Earth in ruin. Cassie is on the run, desperately trying to save her younger brother."
4537842,Bill Murray worries no one will show up to his TV show due to a terrible snowstorm in New York City.
4594834,"A modern day adaptation of the ancient Greek play Lysistrata by Aristophanes, set against the backdrop of gang violence in Chicago, Illinois."
3859076,"Newsroom drama detailing the 2004 CBS 60 Minutes report investigating then-President George W. Bush's military service, and the subsequent firestorm of criticism that cost anchor Dan Rather and producer Mary Mapes their careers."
3291148,A Welsh teenager will become the cool kid of the town if a deal is made with his new American neighbour.
1596363,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is."
4270878,"Two married couples become increasingly agitated with each other as they find out things about each other's past, while one of them is receiving disturbing packages from an unknown source."
2479478,"An outlaw who was raised by Native Americans discovers that he has five half-brothers. Together the men go on a mission to find their wayward, deadbeat dad."
5069564,"Armed with boyish charm and a sharp wit, the former SNL writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton."
495241,"David, an orderly at a hospital, tells his horrific story of being kidnapped and forced to play a vile game of survival."
4843046,"When Mackenzie inherits her aunt's once-majestic inn, she decides to sell it. But fixing up the rundown place is more challenging than she had anticipated. Then the magic of Christmas intervenes, with unexpected help from Santa's elves."
2322517,"A suicidal artist goes into the desert, where he finds his doppelgänger, a homicidal drifter."
1369845,A young wizard conjures a spell that puts her family in jeopardy.
4171032,A little girl is taken on a mind-bending tour of her distant future.
1608290,"Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy."
1292566,A group of young adults navigate love and relationships in New York City.
3028018,"Rin and his friends, along with the rest of True Cross Academy Town, are in the midst of preparing for a festival that is celebrated only once every 11 years. While the barriers protecting the city from demon intrusions are being repaired, Rin and his twin brother Yukio are sent ... Read all"
77429,A dog that is a minion of Satan terrorizes a suburban family.
2386404,"Jack, a social outcast, is thrust out of his comfort zone when the outside world bangs on his door and he can't contain his violent past."
3345472,"The humanity is suffering from murders all over the globe, called ""Mincemeat murders"". High school student, Izumi Shinichi has a parasite living off him, having replaced his right hand, and he might be the discoverer of truth."
3345474,"Humanity is under attack by human-mimicking flesh-eating alien parasites. One parasite bonds with his young high school student host, and he convinces the parasite to help him stop the others."
182015,Three aliens come to Earth to discover the true meaning of Christmas.
4550098,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale."
3201722,"As the staff of Good Friends Church Camp prepares for a spring break filled with ""Fun Under the Son"", a demon logger rises from his sap boiler to wreak his vengeance and feast on flapjacks soaked in the blood of his victims."
1528854,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns."
1850457,Two sisters decide to throw one last house party before their parents sell their family home.
5056034,"A small-town girl who moved to New York to pursue her dreams returns home for the holidays, only to realize that maybe her dreams aren't miles away, but right in her hometown."
2267968,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home."
2132405,A magician meets an eccentric girl and offers her to work together in his magic show. It is only until a year later that he starts to know her personally and develops a feeling towards her despite her own problems.
1734589,"Voss entices local gamers to create a Utopian society in an attempt to impress a potential employer, but paradise is disrupted when his nemesis lays claim to the city and Voss's true love."
3703908,"A young girl photographs an assassin killing 4 at a cemetery. He wants no witnesses. Carter, a veteran in a farmhouse, is all standing between him and the girl."
2112277,"Ten years after their casino heist, four escaped convicts trace their former partner to a desert town, where he is now a lawman with no memory of his criminal past."
1374989,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.
2504640,"In a world where clone soldiers from three military tribes are locked in a perpetual battle of air, land and technology, one clone is separated from the battle and finds herself on the run with a group of unlikely companions."
4935372,"A struggling painter's possessed by dark forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale."
3511596,A rogue soldier turned outlaw is thrust into a fight with a dirty sheriff and the cartel he works for to protect his niece and sister.
3845232,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this Christmas special.
119571,"Herbie, the magical Volkswagen Beetle, is passed on to a new owner. Together, they must battle a dastardly racer and his devil-car ""Horace"", an evil Herbie."
4701546,"When a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song's squad and hurled into a chase across the galaxy."
2718440,"After failing to locate the legendary Stanley Kubrick, an unstable CIA agent must instead team up with a seedy rock band manager to develop the biggest con of all time-staging the moon landing."
4449576,"The world""s climate is changing. Instead of showing the worst that can happen, this documentary focuses on the people suggesting solutions and their actions."
3510480,"Adolfo, a thirty something security guard, is going through a bad patch. Not only his lifetime girlfriend has just to finished with him to be a guy with no ambition but, moreover, he becomes the target of a series of thugs led by Vázquez, a dangerous criminal who has just escaped... Read all"
4144190,"A dachshund passes from oddball owner to oddball owner, whose radically dysfunctional lives are all impacted by the pooch."
2869728,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product."
3471098,"Maggie wants to have a baby, raising him on her own, but when she gets romantically involved with John, a married man, things get complicated and all the balance of Maggie's plans may collapse."
1083452,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics."
101893,Every super hero has his nemesis - and this time Flash has that murderous mischief maker the Trickster (Hamill).
4019560,A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.
3018070,A young man's political awakening and coming of age during the days and weeks leading up to the Stonewall Riots.
4086032,A married couple of scientists create a modern-day monster.
3564794,"There's a magical door in Woody's closet that allows those who go through it to erase mistakes from their past. When he finds out where it goes, his life will be changed forever."
3231054,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead."
